datetime,open,high,low,close,volume
2025-01-01 09:15:00+05:30,1214.85,1217.0,1213.5,1216.7,135051
2025-01-01 09:20:00+05:30,1216.45,1217.0,1214.85,1214.85,108244
2025-01-01 09:25:00+05:30,1215.1,1216.35,1214.85,1216.3,52676
2025-01-01 09:30:00+05:30,1216.3,1217.4,1215.6,1216.9,63936
2025-01-01 09:35:00+05:30,1216.9,1217.9,1216.5,1217.3,35966
2025-01-01 09:40:00+05:30,1217.3,1217.45,1215.4,1216.2,45272
2025-01-01 09:45:00+05:30,1216.1,1216.4,1213.55,1213.7,75264
2025-01-01 09:50:00+05:30,1213.7,1214.25,1211.6,1211.65,62686
2025-01-01 09:55:00+05:30,1211.7,1213.85,1211.6,1213.0,41333
2025-01-01 10:00:00+05:30,1212.75,1213.75,1212.2,1212.6,31906
2025-01-01 10:05:00+05:30,1212.85,1213.8,1212.1,1213.6,32513
2025-01-01 10:10:00+05:30,1213.7,1216.0,1213.6,1215.5,46163
2025-01-01 10:15:00+05:30,1215.5,1216.0,1214.2,1215.8,63222
2025-01-01 10:20:00+05:30,1215.8,1216.2,1214.7,1215.7,72759
2025-01-01 10:25:00+05:30,1215.8,1216.9,1215.05,1216.4,60825
2025-01-01 10:30:00+05:30,1216.4,1217.0,1215.8,1217.0,91525
2025-01-01 10:35:00+05:30,1217.0,1218.5,1216.15,1217.45,192803
2025-01-01 10:40:00+05:30,1217.95,1218.45,1217.05,1217.05,52510
2025-01-01 10:45:00+05:30,1217.05,1219.0,1216.65,1219.0,85561
2025-01-01 10:50:00+05:30,1219.0,1220.75,1218.95,1220.55,115310
2025-01-01 10:55:00+05:30,1220.55,1221.0,1220.0,1220.3,47509
2025-01-01 11:00:00+05:30,1220.3,1220.7,1219.25,1219.75,40798
2025-01-01 11:05:00+05:30,1219.75,1220.75,1219.3,1220.55,38315
2025-01-01 11:10:00+05:30,1220.55,1220.8,1219.5,1220.3,37337
2025-01-01 11:15:00+05:30,1220.35,1220.85,1219.5,1220.85,42530
2025-01-01 11:20:00+05:30,1220.8,1221.0,1219.4,1219.5,40434
2025-01-01 11:25:00+05:30,1219.85,1222.55,1218.5,1219.9,106782
2025-01-01 11:30:00+05:30,1219.75,1220.5,1218.45,1218.9,31401
2025-01-01 11:35:00+05:30,1218.9,1219.0,1217.05,1217.75,57715
2025-01-01 11:40:00+05:30,1217.75,1219.75,1217.1,1219.6,41317
2025-01-01 11:45:00+05:30,1219.55,1220.5,1218.15,1218.5,33735
2025-01-01 11:50:00+05:30,1218.5,1218.95,1216.85,1216.85,41069
2025-01-01 11:55:00+05:30,1217.0,1218.0,1216.6,1217.8,27621
2025-01-01 12:00:00+05:30,1217.8,1219.35,1217.45,1219.25,40379
2025-01-01 12:05:00+05:30,1219.25,1220.75,1218.2,1220.4,132560
2025-01-01 12:10:00+05:30,1220.4,1220.55,1220.0,1220.3,35165
2025-01-01 12:15:00+05:30,1220.2,1221.8,1220.0,1221.5,48553
2025-01-01 12:20:00+05:30,1221.85,1225.4,1221.35,1223.9,492639
2025-01-01 12:25:00+05:30,1223.9,1224.95,1223.3,1223.9,40541
2025-01-01 12:30:00+05:30,1223.9,1226.3,1223.6,1225.05,102587
