sharpe,sortino,max_dd,calmar,win_rate,profit_factor,total_return,volatility,total_pnl,num_trades,final_position,was_halted
-92.30921259876219,-57.26218333372581,-0.002031239443798986,-98.28,0.36673773987206826,0.037058492046614315,-0.002031239443798986,0.002166963777508347,-203.1239443798986,90,0,False
